Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,SportModel,
ttu,Running,2025-12-15,20:18:18,00:30:07,0.00000,151,,,,,,,,,,,,,,,,170,60,159,46,,,
Time,Second,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (cm),Distances (km),Temperatures (C),Power (W),Breathe,Breathe Rate,Breathe Ratio,Steps,,,,,,,,,,,,
device name,mac,version,model,,,,,,,,,,,
BRX58826,CA:E5:E9:BA:9C:02,1.2.4,,,,,,,,,,,,
20:43:34,1516,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:35,1517,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:36,1518,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:37,1519,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:38,1520,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:39,1521,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:40,1522,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:41,1523,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:42,1524,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:43,1525,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:44,1526,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:45,1527,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:46,1528,157,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:47,1529,157,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:48,1530,158,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:49,1531,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:50,1532,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:51,1533,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:52,1534,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:53,1535,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:54,1536,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:55,1537,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:56,1538,157,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:57,1539,157,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:58,1540,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:43:59,1541,157,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:00,1542,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:01,1543,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:02,1544,157,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:03,1545,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:04,1546,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:05,1547,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:06,1548,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:07,1549,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:08,1550,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:09,1551,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:10,1552,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:11,1553,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:12,1554,155,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:13,1555,155,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:14,1556,155,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:15,1557,155,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:16,1558,155,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:17,1559,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:18,1560,156,0.00,0'0",180,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:19,1561,157,0.00,0'0",180,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:20,1562,156,0.00,0'0",180,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:21,1563,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:22,1564,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:23,1565,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:24,1566,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:25,1567,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:26,1568,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:27,1569,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:28,1570,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:29,1571,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:30,1572,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:31,1573,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:32,1574,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:33,1575,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:34,1576,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:35,1577,155,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:36,1578,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:37,1579,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:38,1580,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:39,1581,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:40,1582,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:41,1583,156,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:42,1584,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:43,1585,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:44,1586,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:45,1587,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:46,1588,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:47,1589,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:48,1590,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:49,1591,156,0.00,0'0",180,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:50,1592,156,0.00,0'0",180,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:51,1593,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:52,1594,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:53,1595,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:54,1596,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:55,1597,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:56,1598,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:57,1599,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:58,1600,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:44:59,1601,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:00,1602,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:01,1603,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:02,1604,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:03,1605,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:04,1606,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:05,1607,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:06,1608,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:07,1609,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:08,1610,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:09,1611,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:10,1612,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:11,1613,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:12,1614,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:13,1615,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:14,1616,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:15,1617,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:16,1618,157,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:17,1619,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:18,1620,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:19,1621,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:20,1622,156,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:21,1623,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:22,1624,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:23,1625,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:24,1626,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:25,1627,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:26,1628,156,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:27,1629,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:28,1630,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:29,1631,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:30,1632,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:31,1633,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:32,1634,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:33,1635,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:34,1636,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:35,1637,153,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:36,1638,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:37,1639,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:38,1640,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:39,1641,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:40,1642,153,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:41,1643,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:42,1644,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:43,1645,153,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:44,1646,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:45,1647,153,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:46,1648,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:47,1649,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:48,1650,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:49,1651,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:50,1652,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:51,1653,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:52,1654,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:53,1655,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:54,1656,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:55,1657,153,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:56,1658,153,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:57,1659,153,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:58,1660,153,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:45:59,1661,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:00,1662,153,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:01,1663,153,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:02,1664,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:03,1665,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:04,1666,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:05,1667,152,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:06,1668,152,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:07,1669,152,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:08,1670,152,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:09,1671,152,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:10,1672,152,0.00,0'0",167,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:11,1673,151,0.00,0'0",158,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:12,1674,151,0.00,0'0",150,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:13,1675,149,0.00,0'0",147,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:14,1676,149,0.00,0'0",152,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:15,1677,149,0.00,0'0",157,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:16,1678,149,0.00,0'0",165,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:17,1679,149,0.00,0'0",170,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:18,1680,149,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:19,1681,149,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:20,1682,149,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:21,1683,149,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:22,1684,149,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:23,1685,150,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:24,1686,150,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:25,1687,150,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:26,1688,150,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:27,1689,150,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:28,1690,151,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:29,1691,151,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:30,1692,152,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:31,1693,152,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:32,1694,152,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:33,1695,152,0.00,0'0",169,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:34,1696,153,0.00,0'0",162,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:35,1697,152,0.00,0'0",160,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:36,1698,153,0.00,0'0",164,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:37,1699,153,0.00,0'0",167,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:38,1700,154,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:39,1701,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:40,1702,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:41,1703,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:42,1704,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:43,1705,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:44,1706,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:45,1707,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:46,1708,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:47,1709,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:48,1710,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:49,1711,155,0.00,0'0",179,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:50,1712,156,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:51,1713,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:52,1714,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:53,1715,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:54,1716,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:55,1717,157,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:56,1718,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:57,1719,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:58,1720,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:46:59,1721,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:00,1722,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:01,1723,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:02,1724,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:03,1725,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:04,1726,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:05,1727,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:06,1728,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:07,1729,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:08,1730,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:09,1731,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:10,1732,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:11,1733,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:12,1734,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:13,1735,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:14,1736,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:15,1737,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:16,1738,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:17,1739,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:18,1740,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:19,1741,155,0.00,0'0",178,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:20,1742,155,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:21,1743,155,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:22,1744,154,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:23,1745,154,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:24,1746,154,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:25,1747,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:26,1748,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:27,1749,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:28,1750,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:29,1751,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:30,1752,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:31,1753,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:32,1754,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:33,1755,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:34,1756,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:35,1757,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:36,1758,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:37,1759,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:38,1760,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:39,1761,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:40,1762,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
